timestamp,rr_interval
222.423,40.16
222.673,58.41
222.923,64.51
223.173,70.37
223.423,76.22
223.673,46.23
223.923,15.05
224.173,-5.62
224.423,-0.82
224.673,3.99
224.923,12.28
225.173,23.3
225.423,34.33
225.673,40.67
225.923,45.07
226.173,49.48
226.423,30.69
226.673,6.09
226.923,-13.11
227.173,-3.05
227.423,7.0
227.673,12.41
227.923,10.85
228.173,9.29
228.423,13.53
228.673,20.75
228.923,27.97
229.173,19.91
229.423,8.94
229.673,0.89
229.923,11.42
230.173,21.96
230.423,28.91
230.673,28.1
230.923,27.3
231.173,20.47
231.423,7.72
231.673,-5.03
231.923,7.28
232.173,24.79
232.423,42.31
232.673,46.83
232.923,50.69
233.173,54.13
233.423,44.69
233.673,35.24
233.923,27.35
234.173,25.09
234.423,22.82
234.673,20.32
234.923,17.5
235.173,14.68
235.423,10.83
235.673,6.48
235.923,2.12
236.173,-1.32
236.423,-4.73
236.673,-7.58
236.923,-9.04
237.173,-10.5
237.423,-12.48
237.673,-14.77
237.923,-17.05
238.173,-19.34
238.423,-21.63
238.673,-24.1
238.923,-26.65
239.173,-28.9
239.423,-30.7
239.673,-32.26
239.923,-33.05
240.173,-33.12
240.423,-32.62
240.673,-30.65
240.923,-28.24
241.173,-23.78
241.423,-18.12
241.673,-12.45
241.923,-5.72
242.173,1.24
242.423,7.42
242.673,4.95
242.923,2.49
243.173,-1.31
243.423,-7.32
243.673,-13.33
243.923,-6.07
244.173,5.95
244.423,17.98
244.673,11.32
244.923,3.88
245.173,-3.24
245.423,-9.46
245.673,-15.69
245.923,-11.4
246.173,-1.09
246.423,9.22
246.673,6.42
246.923,2.04
247.173,-1.22
247.423,0.16
247.673,1.54
247.923,-0.47
248.173,-6.05
248.423,-11.63
248.673,-10.25
248.923,-7.5
249.173,-5.82
249.423,-9.94
249.673,-14.07
249.923,-15.23
250.173,-13.64
250.423,-12.05
250.673,-0.23
250.923,13.15
251.173,26.19
251.423,34.37
251.673,42.56
251.923,48.59
252.173,43.98
252.423,39.36
252.673,33.36
252.923,24.34
253.173,14.82
253.423,5.51
253.673,-3.09
253.923,-10.3
254.173,-15.73
254.423,-19.29
254.673,-19.8
254.923,-14.71
255.173,-6.31
255.423,2.09
255.673,11.49
255.923,21.07
256.173,29.59
256.423,9.93
256.673,-9.73
256.923,-23.15
257.173,-27.95
